"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","API-01: Validar criação de task com status 201 (Contrato)","webkit","Sun Feb 08 11:25:40 UTC 2026","failed","Sun Feb 08 11:25:40 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","24","API-05: Bloquear autenticação via Body (Segurança de Header)","webkit","Sun Feb 08 11:25:53 UTC 2026","failed","Sun Feb 08 11:25:53 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","24","API-02: Garantir que dados sensíveis (secret) não são expostos","webkit","Sun Feb 08 11:25:43 UTC 2026","failed","Sun Feb 08 11:25:43 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","24","API-04: Resiliência em cálculos de estatísticas (Base Vazia)","firefox","Sun Feb 08 11:25:33 UTC 2026","failed","Sun Feb 08 11:25:33 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","23","API-01: Validar criação de task com status 201 (Contrato)","firefox","Sun Feb 08 11:25:23 UTC 2026","failed","Sun Feb 08 11:25:23 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","23","API-04: Resiliência em cálculos de estatísticas (Base Vazia)","webkit","Sun Feb 08 11:25:50 UTC 2026","failed","Sun Feb 08 11:25:50 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","27","API-03: Validar integridade da exclusão (Hard Delete)","firefox","Sun Feb 08 11:25:29 UTC 2026","failed","Sun Feb 08 11:25:29 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","23","API-05: Bloquear autenticação via Body (Segurança de Header)","firefox","Sun Feb 08 11:25:36 UTC 2026","failed","Sun Feb 08 11:25:36 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","27","API-05: Bloquear autenticação via Body (Segurança de Header)","chromium","Sun Feb 08 11:25:19 UTC 2026","failed","Sun Feb 08 11:25:19 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","23","API-02: Garantir que dados sensíveis (secret) não são expostos","firefox","Sun Feb 08 11:25:26 UTC 2026","failed","Sun Feb 08 11:25:26 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","27","API-03: Validar integridade da exclusão (Hard Delete)","webkit","Sun Feb 08 11:25:46 UTC 2026","failed","Sun Feb 08 11:25:47 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","24","API-02: Garantir que dados sensíveis (secret) não são expostos","chromium","Sun Feb 08 11:25:09 UTC 2026","failed","Sun Feb 08 11:25:09 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","23","API-01: Validar criação de task com status 201 (Contrato)","chromium","Sun Feb 08 11:25:05 UTC 2026","failed","Sun Feb 08 11:25:05 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","24","API-03: Validar integridade da exclusão (Hard Delete)","chromium","Sun Feb 08 11:25:12 UTC 2026","failed","Sun Feb 08 11:25:12 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
"","24","API-04: Resiliência em cálculos de estatísticas (Base Vazia)","chromium","Sun Feb 08 11:25:16 UTC 2026","failed","Sun Feb 08 11:25:16 UTC 2026","ZenTask Pro - Suite de Automação e Bug Hunting","zentask.spec.js","",""
